,,,,,,,HD01,SUBHD02010101,SUBHD02010102,SUBHD02010103,SUBHD020102,SUBHD020201,SUBHD020202,SUBHD020203
,,,,,,,Total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population
,,,,,,,,In households,In households,In households,In households,In group quarters,In group quarters,In group quarters
GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,,Family households,Family households,Family households,Nonfamily households [3],Total,Institutionalized population,Noninstitutionalized population
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,,Total,In families [1],Nonrelatives [2],,,,
0400000US06,06,California,8710000US0692404,0692404,"California - ZCTA5 92404, California","ZCTA5 92404, California",58271,88.2,83.5,4.7,10.1,1.7,1.3,0.4
0400000US06,06,California,8710000US0692405,0692405,"California - ZCTA5 92405, California","ZCTA5 92405, California",28873,88.8,83.6,5.2,10.7,0.5,0.0,0.5
0400000US06,06,California,8710000US0692407,0692407,"California - ZCTA5 92407, California","ZCTA5 92407, California",56689,85.9,81.7,4.2,9.5,4.6,1.7,2.8
0400000US06,06,California,8710000US0692408,0692408,"California - ZCTA5 92408, California","ZCTA5 92408, California",15271,78.4,74.4,4.0,9.2,12.4,10.9,1.6
0400000US06,06,California,8710000US0692410,0692410,"California - ZCTA5 92410, California","ZCTA5 92410, California",49410,91.1,85.9,5.3,7.4,1.5,0.1,1.4
0400000US06,06,California,8710000US0692411,0692411,"California - ZCTA5 92411, California","ZCTA5 92411, California",26214,91.9,86.8,5.0,6.3,1.8,0.4,1.4
0400000US06,06,California,8710000US0692501,0692501,"California - ZCTA5 92501, California","ZCTA5 92501, California",20970,76.6,72.2,4.4,16.4,6.9,5.5,1.4
0400000US06,06,California,8710000US0692503,0692503,"California - ZCTA5 92503, California","ZCTA5 92503, California",84519,91.1,86.7,4.4,7.7,1.2,0.7,0.5
0400000US06,06,California,8710000US0692504,0692504,"California - ZCTA5 92504, California","ZCTA5 92504, California",53778,84.9,80.6,4.3,12.3,2.8,0.8,2.0
0400000US06,06,California,8710000US0692505,0692505,"California - ZCTA5 92505, California","ZCTA5 92505, California",47672,88.5,84.1,4.4,9.7,1.8,0.2,1.6
0400000US06,06,California,8710000US0692506,0692506,"California - ZCTA5 92506, California","ZCTA5 92506, California",44001,87.0,84.2,2.9,11.6,1.4,0.9,0.5
0400000US06,06,California,8710000US0692507,0692507,"California - ZCTA5 92507, California","ZCTA5 92507, California",58002,65.8,62.3,3.4,23.4,10.8,0.0,10.8
0400000US06,06,California,8710000US0692508,0692508,"California - ZCTA5 92508, California","ZCTA5 92508, California",35000,93.9,91.3,2.6,5.8,0.3,0.1,0.2
0400000US06,06,California,8710000US0692509,0692509,"California - ZCTA5 92509, California","ZCTA5 92509, California",75196,92.4,87.4,5.0,6.6,1.0,0.8,0.2
0400000US06,06,California,8710000US0692518,0692518,"California - ZCTA5 92518, California","ZCTA5 92518, California",1162,59.3,59.0,0.3,28.0,12.7,3.3,9.5
0400000US06,06,California,8710000US0692530,0692530,"California - ZCTA5 92530, California","ZCTA5 92530, California",50216,89.5,85.0,4.5,9.3,1.1,0.7,0.4
0400000US06,06,California,8710000US0692532,0692532,"California - ZCTA5 92532, California","ZCTA5 92532, California",18644,92.2,88.9,3.3,7.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0692536,0692536,"California - ZCTA5 92536, California","ZCTA5 92536, California",3810,84.4,81.8,2.7,15.1,0.5,0.0,0.5
0400000US06,06,California,8710000US0692539,0692539,"California - ZCTA5 92539, California","ZCTA5 92539, California",4734,82.3,78.7,3.6,17.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0692543,0692543,"California - ZCTA5 92543, California","ZCTA5 92543, California",33555,80.8,77.1,3.7,17.9,1.3,1.0,0.2
0400000US06,06,California,8710000US0692544,0692544,"California - ZCTA5 92544, California","ZCTA5 92544, California",44734,87.5,83.7,3.8,11.9,0.6,0.3,0.3
0400000US06,06,California,8710000US0692545,0692545,"California - ZCTA5 92545, California","ZCTA5 92545, California",39457,83.2,80.4,2.9,16.4,0.4,0.3,0.1
0400000US06,06,California,8710000US0692548,0692548,"California - ZCTA5 92548, California","ZCTA5 92548, California",6643,87.0,82.5,4.5,12.8,0.2,0.0,0.2
0400000US06,06,California,8710000US0692549,0692549,"California - ZCTA5 92549, California","ZCTA5 92549, California",3926,68.3,66.3,2.0,22.8,8.9,0.0,8.9
0400000US06,06,California,8710000US0692551,0692551,"California - ZCTA5 92551, California","ZCTA5 92551, California",30815,95.2,91.0,4.3,4.6,0.2,0.0,0.1
0400000US06,06,California,8710000US0692553,0692553,"California - ZCTA5 92553, California","ZCTA5 92553, California",73722,93.3,88.5,4.8,6.3,0.4,0.1,0.4
0400000US06,06,California,8710000US0692555,0692555,"California - ZCTA5 92555, California","ZCTA5 92555, California",39076,93.3,89.8,3.5,6.5,0.2,0.0,0.2
0400000US06,06,California,8710000US0692557,0692557,"California - ZCTA5 92557, California","ZCTA5 92557, California",50320,92.5,88.7,3.8,7.3,0.2,0.0,0.2
0400000US06,06,California,8710000US0692561,0692561,"California - ZCTA5 92561, California","ZCTA5 92561, California",1661,75.1,73.6,1.6,24.4,0.4,0.0,0.4
0400000US06,06,California,8710000US0692562,0692562,"California - ZCTA5 92562, California","ZCTA5 92562, California",62079,90.7,88.2,2.5,9.0,0.3,0.2,0.1
0400000US06,06,California,8710000US0692563,0692563,"California - ZCTA5 92563, California","ZCTA5 92563, California",53892,90.3,87.5,2.7,7.2,2.5,2.1,0.4
0400000US06,06,California,8710000US0692567,0692567,"California - ZCTA5 92567, California","ZCTA5 92567, California",9459,93.3,89.3,3.9,6.5,0.2,0.0,0.2
0400000US06,06,California,8710000US0692570,0692570,"California - ZCTA5 92570, California","ZCTA5 92570, California",53697,93.3,88.3,5.0,6.1,0.6,0.0,0.6
0400000US06,06,California,8710000US0692571,0692571,"California - ZCTA5 92571, California","ZCTA5 92571, California",52516,95.8,91.2,4.5,3.9,0.3,0.2,0.1
0400000US06,06,California,8710000US0692582,0692582,"California - ZCTA5 92582, California","ZCTA5 92582, California",15649,93.6,89.4,4.2,6.0,0.4,0.3,0.0
0400000US06,06,California,8710000US0692583,0692583,"California - ZCTA5 92583, California","ZCTA5 92583, California",30236,86.4,82.8,3.6,11.9,1.8,0.0,1.7
0400000US06,06,California,8710000US0692584,0692584,"California - ZCTA5 92584, California","ZCTA5 92584, California",43400,91.9,89.0,2.9,8.0,0.1,0.0,0.1
0400000US06,06,California,8710000US0692585,0692585,"California - ZCTA5 92585, California","ZCTA5 92585, California",17797,90.7,87.3,3.4,9.2,0.1,0.0,0.1
0400000US06,06,California,8710000US0692586,0692586,"California - ZCTA5 92586, California","ZCTA5 92586, California",19815,74.6,72.9,1.7,24.7,0.7,0.5,0.1
0400000US06,06,California,8710000US0692587,0692587,"California - ZCTA5 92587, California","ZCTA5 92587, California",16675,89.8,86.8,3.0,10.1,0.1,0.0,0.1
0400000US06,06,California,8710000US0692590,0692590,"California - ZCTA5 92590, California","ZCTA5 92590, California",3660,85.1,82.9,2.2,12.3,2.6,0.0,2.6
0400000US06,06,California,8710000US0692591,0692591,"California - ZCTA5 92591, California","ZCTA5 92591, California",38272,90.2,87.5,2.7,9.6,0.2,0.0,0.2
0400000US06,06,California,8710000US0692592,0692592,"California - ZCTA5 92592, California","ZCTA5 92592, California",72492,92.8,90.5,2.3,7.1,0.1,0.0,0.1
0400000US06,06,California,8710000US0692595,0692595,"California - ZCTA5 92595, California","ZCTA5 92595, California",29851,90.6,87.1,3.5,9.3,0.1,0.0,0.1
0400000US06,06,California,8710000US0692596,0692596,"California - ZCTA5 92596, California","ZCTA5 92596, California",23172,94.2,91.3,2.9,5.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0692602,0692602,"California - ZCTA5 92602, California","ZCTA5 92602, California",22871,85.9,84.7,1.2,14.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0692603,0692603,"California - ZCTA5 92603, California","ZCTA5 92603, California",20184,87.3,86.1,1.2,12.6,0.1,0.0,0.1
0400000US06,06,California,8710000US0692604,0692604,"California - ZCTA5 92604, California","ZCTA5 92604, California",26853,85.3,83.3,2.0,14.6,0.2,0.0,0.2
0400000US06,06,California,8710000US0692606,0692606,"California - ZCTA5 92606, California","ZCTA5 92606, California",21495,83.8,82.1,1.6,15.6,0.6,0.0,0.6
0400000US06,06,California,8710000US0692610,0692610,"California - ZCTA5 92610, California","ZCTA5 92610, California",11248,90.8,89.6,1.2,9.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0692612,0692612,"California - ZCTA5 92612, California","ZCTA5 92612, California",27522,59.0,57.7,1.4,37.1,3.8,0.2,3.7
0400000US06,06,California,8710000US0692614,0692614,"California - ZCTA5 92614, California","ZCTA5 92614, California",24748,80.7,79.3,1.4,19.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0692617,0692617,"California - ZCTA5 92617, California","ZCTA5 92617, California",14044,28.1,27.6,0.5,37.3,34.6,0.0,34.5
0400000US06,06,California,8710000US0692618,0692618,"California - ZCTA5 92618, California","ZCTA5 92618, California",16366,71.3,70.2,1.1,25.5,3.2,3.2,0.0
0400000US06,06,California,8710000US0692620,0692620,"California - ZCTA5 92620, California","ZCTA5 92620, California",38486,88.2,86.9,1.3,11.6,0.1,0.0,0.1
0400000US06,06,California,8710000US0692624,0692624,"California - ZCTA5 92624, California","ZCTA5 92624, California",7248,79.6,76.3,3.3,17.8,2.6,1.1,1.6
0400000US06,06,California,8710000US0692625,0692625,"California - ZCTA5 92625, California","ZCTA5 92625, California",12478,72.9,71.9,1.0,27.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0692626,0692626,"California - ZCTA5 92626, California","ZCTA5 92626, California",49341,73.8,70.2,3.7,22.9,3.3,1.0,2.3
0400000US06,06,California,8710000US0692627,0692627,"California - ZCTA5 92627, California","ZCTA5 92627, California",61510,75.2,69.5,5.8,22.6,2.2,0.4,1.8
0400000US06,06,California,8710000US0692629,0692629,"California - ZCTA5 92629, California","ZCTA5 92629, California",25756,77.6,75.0,2.6,22.2,0.2,0.0,0.2
0400000US06,06,California,8710000US0692630,0692630,"California - ZCTA5 92630, California","ZCTA5 92630, California",59182,86.8,82.3,4.5,12.4,0.9,0.4,0.5
0400000US06,06,California,8710000US0692637,0692637,"California - ZCTA5 92637, California","ZCTA5 92637, California",16012,50.1,49.9,0.2,48.9,1.0,0.0,1.0
0400000US06,06,California,8710000US0692646,0692646,"California - ZCTA5 92646, California","ZCTA5 92646, California",55224,83.4,81.3,2.1,16.2,0.4,0.0,0.4
0400000US06,06,California,8710000US0692647,0692647,"California - ZCTA5 92647, California","ZCTA5 92647, California",57245,84.8,80.8,4.0,14.8,0.4,0.2,0.2
0400000US06,06,California,8710000US0692648,0692648,"California - ZCTA5 92648, California","ZCTA5 92648, California",45317,72.8,70.7,2.1,26.3,0.9,0.6,0.2
0400000US06,06,California,8710000US0692649,0692649,"California - ZCTA5 92649, California","ZCTA5 92649, California",32463,78.6,76.6,2.1,21.2,0.1,0.0,0.1
0400000US06,06,California,8710000US0692651,0692651,"California - ZCTA5 92651, California","ZCTA5 92651, California",23881,72.2,70.4,1.9,27.3,0.4,0.0,0.4
0400000US06,06,California,8710000US0692653,0692653,"California - ZCTA5 92653, California","ZCTA5 92653, California",29291,87.5,83.8,3.7,11.2,1.3,0.5,0.8
0400000US06,06,California,8710000US0692655,0692655,"California - ZCTA5 92655, California","ZCTA5 92655, California",8337,87.6,81.6,6.0,11.2,1.2,0.0,1.2
0400000US06,06,California,8710000US0692656,0692656,"California - ZCTA5 92656, California","ZCTA5 92656, California",49046,81.5,79.4,2.0,17.6,1.0,0.0,0.9
0400000US06,06,California,8710000US0692657,0692657,"California - ZCTA5 92657, California","ZCTA5 92657, California",9741,87.5,86.3,1.2,12.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0692660,0692660,"California - ZCTA5 92660, California","ZCTA5 92660, California",34797,76.6,75.3,1.3,23.3,0.1,0.0,0.1
0400000US06,06,California,8710000US0692661,0692661,"California - ZCTA5 92661, California","ZCTA5 92661, California",3744,60.8,59.3,1.5,38.9,0.3,0.0,0.3
0400000US06,06,California,8710000US0692662,0692662,"California - ZCTA5 92662, California","ZCTA5 92662, California",2756,64.7,64.0,0.7,35.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0692663,0692663,"California - ZCTA5 92663, California","ZCTA5 92663, California",21649,55.7,54.1,1.6,42.7,1.6,1.2,0.5
0400000US06,06,California,8710000US0692672,0692672,"California - ZCTA5 92672, California","ZCTA5 92672, California",34464,78.1,75.4,2.7,21.4,0.5,0.1,0.4
0400000US06,06,California,8710000US0692673,0692673,"California - ZCTA5 92673, California","ZCTA5 92673, California",29309,91.9,90.1,1.8,7.8,0.3,0.0,0.3
0400000US06,06,California,8710000US0692675,0692675,"California - ZCTA5 92675, California","ZCTA5 92675, California",34731,87.7,82.6,5.1,12.0,0.3,0.0,0.3
0400000US06,06,California,8710000US0692676,0692676,"California - ZCTA5 92676, California","ZCTA5 92676, California",1945,80.7,77.6,3.1,18.9,0.5,0.0,0.5
0400000US06,06,California,8710000US0692677,0692677,"California - ZCTA5 92677, California","ZCTA5 92677, California",63297,85.2,83.4,1.8,14.4,0.4,0.0,0.4
0400000US06,06,California,8710000US0692678,0692678,"California - ZCTA5 92678, California","ZCTA5 92678, California",494,79.4,74.1,5.3,14.4,6.3,3.8,2.4
0400000US06,06,California,8710000US0692679,0692679,"California - ZCTA5 92679, California","ZCTA5 92679, California",32611,93.7,92.6,1.1,5.8,0.5,0.2,0.3
0400000US06,06,California,8710000US0692683,0692683,"California - ZCTA5 92683, California","ZCTA5 92683, California",89747,90.1,85.3,4.8,9.1,0.7,0.3,0.4
0400000US06,06,California,8710000US0692688,0692688,"California - ZCTA5 92688, California","ZCTA5 92688, California",43792,87.9,86.0,1.9,12.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0692691,0692691,"California - ZCTA5 92691, California","ZCTA5 92691, California",47582,86.8,84.0,2.8,11.3,1.9,0.2,1.8
0400000US06,06,California,8710000US0692692,0692692,"California - ZCTA5 92692, California","ZCTA5 92692, California",47222,88.3,86.5,1.7,11.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0692694,0692694,"California - ZCTA5 92694, California","ZCTA5 92694, California",21944,93.8,92.7,1.2,6.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0692701,0692701,"California - ZCTA5 92701, California","ZCTA5 92701, California",53908,91.2,82.9,8.3,7.5,1.3,0.3,1.0
0400000US06,06,California,8710000US0692703,0692703,"California - ZCTA5 92703, California","ZCTA5 92703, California",65445,91.5,81.8,9.7,4.6,4.0,3.4,0.6
0400000US06,06,California,8710000US0692704,0692704,"California - ZCTA5 92704, California","ZCTA5 92704, California",88123,93.6,84.4,9.3,6.2,0.2,0.0,0.1
0400000US06,06,California,8710000US0692705,0692705,"California - ZCTA5 92705, California","ZCTA5 92705, California",44706,88.9,85.6,3.3,10.0,1.0,0.6,0.4
0400000US06,06,California,8710000US0692706,0692706,"California - ZCTA5 92706, California","ZCTA5 92706, California",36457,91.5,85.4,6.1,7.5,0.9,0.7,0.2
0400000US06,06,California,8710000US0692707,0692707,"California - ZCTA5 92707, California","ZCTA5 92707, California",59492,92.8,83.4,9.3,6.2,1.1,0.7,0.4
0400000US06,06,California,8710000US0692708,0692708,"California - ZCTA5 92708, California","ZCTA5 92708, California",56004,88.3,85.7,2.6,10.9,0.8,0.3,0.5
0400000US06,06,California,8710000US0692780,0692780,"California - ZCTA5 92780, California","ZCTA5 92780, California",57741,86.9,82.3,4.6,12.4,0.7,0.3,0.4
0400000US06,06,California,8710000US0692782,0692782,"California - ZCTA5 92782, California","ZCTA5 92782, California",23032,85.0,83.3,1.6,15.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0692801,0692801,"California - ZCTA5 92801, California","ZCTA5 92801, California",62068,89.6,83.6,5.9,9.6,0.8,0.4,0.5
0400000US06,06,California,8710000US0692802,0692802,"California - ZCTA5 92802, California","ZCTA5 92802, California",42709,90.1,84.1,6.0,8.9,1.1,0.6,0.5
0400000US06,06,California,8710000US0692804,0692804,"California - ZCTA5 92804, California","ZCTA5 92804, California",85914,88.5,83.2,5.3,9.6,1.9,0.9,1.0
0400000US06,06,California,8710000US0692805,0692805,"California - ZCTA5 92805, California","ZCTA5 92805, California",70401,90.1,83.1,7.0,8.8,1.1,0.3,0.7
0400000US06,06,California,8710000US0692806,0692806,"California - ZCTA5 92806, California","ZCTA5 92806, California",37173,85.0,80.2,4.8,14.3,0.7,0.0,0.7
0400000US06,06,California,8710000US0692807,0692807,"California - ZCTA5 92807, California","ZCTA5 92807, California",36171,90.0,87.9,2.1,9.8,0.2,0.0,0.2
0400000US06,06,California,8710000US0692808,0692808,"California - ZCTA5 92808, California","ZCTA5 92808, California",20039,89.0,87.7,1.3,11.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0692821,0692821,"California - ZCTA5 92821, California","ZCTA5 92821, California",35533,86.4,84.5,1.9,13.4,0.2,0.0,0.2
0400000US06,06,California,8710000US0692823,0692823,"California - ZCTA5 92823, California","ZCTA5 92823, California",3613,93.8,92.2,1.6,6.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0692831,0692831,"California - ZCTA5 92831, California","ZCTA5 92831, California",34204,70.9,67.8,3.1,24.9,4.2,0.4,3.7
0400000US06,06,California,8710000US0692832,0692832,"California - ZCTA5 92832, California","ZCTA5 92832, California",24752,80.4,75.5,4.8,17.1,2.5,0.8,1.7
0400000US06,06,California,8710000US0692833,0692833,"California - ZCTA5 92833, California","ZCTA5 92833, California",51767,90.4,87.2,3.2,8.6,1.0,0.0,1.0
0400000US06,06,California,8710000US0692835,0692835,"California - ZCTA5 92835, California","ZCTA5 92835, California",24010,84.5,82.6,1.8,13.4,2.2,1.7,0.5
0400000US06,06,California,8710000US0692840,0692840,"California - ZCTA5 92840, California","ZCTA5 92840, California",54083,90.4,84.7,5.7,8.7,0.9,0.4,0.5
0400000US06,06,California,8710000US0692841,0692841,"California - ZCTA5 92841, California","ZCTA5 92841, California",32845,89.9,84.7,5.2,8.3,1.8,0.6,1.2
0400000US06,06,California,8710000US0692843,0692843,"California - ZCTA5 92843, California","ZCTA5 92843, California",45214,92.9,86.5,6.4,6.2,0.9,0.7,0.2
0400000US06,06,California,8710000US0692844,0692844,"California - ZCTA5 92844, California","ZCTA5 92844, California",24307,90.9,86.0,4.9,7.4,1.7,0.0,1.7
0400000US06,06,California,8710000US0692845,0692845,"California - ZCTA5 92845, California","ZCTA5 92845, California",16333,89.9,87.8,2.1,9.7,0.5,0.0,0.5
0400000US06,06,California,8710000US0692860,0692860,"California - ZCTA5 92860, California","ZCTA5 92860, California",27198,76.4,72.9,3.5,7.5,16.2,15.9,0.3
0400000US06,06,California,8710000US0692861,0692861,"California - ZCTA5 92861, California","ZCTA5 92861, California",5781,94.1,92.4,1.7,5.2,0.8,0.1,0.7
0400000US06,06,California,8710000US0692865,0692865,"California - ZCTA5 92865, California","ZCTA5 92865, California",19704,87.5,82.6,4.8,11.8,0.8,0.2,0.6
0400000US06,06,California,8710000US0692866,0692866,"California - ZCTA5 92866, California","ZCTA5 92866, California",14885,75.5,71.8,3.7,23.5,1.0,0.3,0.7
0400000US06,06,California,8710000US0692867,0692867,"California - ZCTA5 92867, California","ZCTA5 92867, California",44515,85.5,81.5,4.0,9.9,4.6,0.0,4.6
0400000US06,06,California,8710000US0692868,0692868,"California - ZCTA5 92868, California","ZCTA5 92868, California",25404,69.3,65.2,4.0,16.7,14.0,13.4,0.6
0400000US06,06,California,8710000US0692869,0692869,"California - ZCTA5 92869, California","ZCTA5 92869, California",37184,89.3,84.5,4.8,9.7,1.0,0.4,0.5
0400000US06,06,California,8710000US0692870,0692870,"California - ZCTA5 92870, California","ZCTA5 92870, California",52033,87.9,84.2,3.7,11.4,0.7,0.2,0.5
0400000US06,06,California,8710000US0692879,0692879,"California - ZCTA5 92879, California","ZCTA5 92879, California",46745,90.7,86.0,4.6,8.9,0.5,0.3,0.2
