,,,,,,,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,Population,Housing units,Area in square miles,Area in square miles,Area in square miles,Density per square mile of land area,Density per square mile of land area
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,,,Total area,Water area,Land area,Population,Housing units
0400000US06,06,California,8710000US0692869,0692869,"California - ZCTA5 92869, California","ZCTA5 92869, California",37184,11995,9.48,0.19,9.29,4001.4,1290.8
0400000US06,06,California,8710000US0692870,0692870,"California - ZCTA5 92870, California","ZCTA5 92870, California",52033,17493,6.81,0.01,6.79,7661.3,2575.7
0400000US06,06,California,8710000US0692879,0692879,"California - ZCTA5 92879, California","ZCTA5 92879, California",46745,14380,10.06,0.01,10.05,4653.2,1431.4
0400000US06,06,California,8710000US0692880,0692880,"California - ZCTA5 92880, California","ZCTA5 92880, California",58763,16355,25.36,0.67,24.69,2380.3,662.5
0400000US06,06,California,8710000US0692881,0692881,"California - ZCTA5 92881, California","ZCTA5 92881, California",30991,9311,27.91,0.23,27.68,1119.6,336.4
0400000US06,06,California,8710000US0692882,0692882,"California - ZCTA5 92882, California","ZCTA5 92882, California",67917,20452,25.76,0.01,25.75,2637.5,794.2
0400000US06,06,California,8710000US0692883,0692883,"California - ZCTA5 92883, California","ZCTA5 92883, California",29301,9738,55.75,0.06,55.69,526.1,174.9
0400000US06,06,California,8710000US0692886,0692886,"California - ZCTA5 92886, California","ZCTA5 92886, California",46564,16255,14.75,0.03,14.73,3161.7,1103.7
0400000US06,06,California,8710000US0692887,0692887,"California - ZCTA5 92887, California","ZCTA5 92887, California",20006,6926,9.55,0.56,8.99,2225.6,770.5
0400000US06,06,California,8710000US0693001,0693001,"California - ZCTA5 93001, California","ZCTA5 93001, California",32990,14290,268.00,62.61,205.39,160.6,69.6
0400000US06,06,California,8710000US0693003,0693003,"California - ZCTA5 93003, California","ZCTA5 93003, California",50474,20116,20.68,0.10,20.58,2452.8,977.5
0400000US06,06,California,8710000US0693004,0693004,"California - ZCTA5 93004, California","ZCTA5 93004, California",29149,10866,7.26,0.39,6.87,4245.2,1582.5
0400000US06,06,California,8710000US0693010,0693010,"California - ZCTA5 93010, California","ZCTA5 93010, California",42901,16499,22.16,0.02,22.14,1937.7,745.2
0400000US06,06,California,8710000US0693012,0693012,"California - ZCTA5 93012, California","ZCTA5 93012, California",34617,13559,52.54,0.18,52.36,661.1,258.9
0400000US06,06,California,8710000US0693013,0693013,"California - ZCTA5 93013, California","ZCTA5 93013, California",16091,6856,57.27,0.33,56.94,282.6,120.4
0400000US06,06,California,8710000US0693015,0693015,"California - ZCTA5 93015, California","ZCTA5 93015, California",17334,5147,77.02,0.46,76.56,226.4,67.2
0400000US06,06,California,8710000US0693021,0693021,"California - ZCTA5 93021, California","ZCTA5 93021, California",36422,11393,47.64,0.40,47.23,771.1,241.2
0400000US06,06,California,8710000US0693022,0693022,"California - ZCTA5 93022, California","ZCTA5 93022, California",6106,2369,4.63,0.01,4.62,1321.7,512.8
0400000US06,06,California,8710000US0693023,0693023,"California - ZCTA5 93023, California","ZCTA5 93023, California",20589,9096,270.59,1.05,269.55,76.4,33.7
0400000US06,06,California,8710000US0693030,0693030,"California - ZCTA5 93030, California","ZCTA5 93030, California",59372,15395,13.87,0.00,13.87,4281.8,1110.3
0400000US06,06,California,8710000US0693033,0693033,"California - ZCTA5 93033, California","ZCTA5 93033, California",82728,17696,29.46,0.13,29.33,2820.7,603.4
0400000US06,06,California,8710000US0693035,0693035,"California - ZCTA5 93035, California","ZCTA5 93035, California",27732,11848,4.91,0.80,4.11,6748.0,2883.0
0400000US06,06,California,8710000US0693036,0693036,"California - ZCTA5 93036, California","ZCTA5 93036, California",41691,12185,16.73,0.85,15.89,2624.3,767.0
0400000US06,06,California,8710000US0693040,0693040,"California - ZCTA5 93040, California","ZCTA5 93040, California",2031,575,72.54,1.95,70.59,28.8,8.1
0400000US06,06,California,8710000US0693041,0693041,"California - ZCTA5 93041, California","ZCTA5 93041, California",23641,8824,12.95,1.71,11.24,2103.5,785.1
0400000US06,06,California,8710000US0693042,0693042,"California - ZCTA5 93042, California","ZCTA5 93042, California",56,1,26.03,3.39,22.64,2.5,0.0
0400000US06,06,California,8710000US0693043,0693043,"California - ZCTA5 93043, California","ZCTA5 93043, California",333,17,0.48,0.00,0.48,691.3,35.3
0400000US06,06,California,8710000US0693060,0693060,"California - ZCTA5 93060, California","ZCTA5 93060, California",32811,9848,120.12,1.11,119.01,275.7,82.7
0400000US06,06,California,8710000US0693063,0693063,"California - ZCTA5 93063, California","ZCTA5 93063, California",54366,19234,33.09,0.14,32.95,1649.9,583.7
0400000US06,06,California,8710000US0693064,0693064,"California - ZCTA5 93064, California","ZCTA5 93064, California",40,18,5.67,0.00,5.67,7.1,3.2
0400000US06,06,California,8710000US0693065,0693065,"California - ZCTA5 93065, California","ZCTA5 93065, California",72508,24282,32.61,0.97,31.64,2291.4,767.4
0400000US06,06,California,8710000US0693066,0693066,"California - ZCTA5 93066, California","ZCTA5 93066, California",3102,1086,41.58,0.00,41.58,74.6,26.1
0400000US06,06,California,8710000US0693067,0693067,"California - ZCTA5 93067, California","ZCTA5 93067, California",895,507,0.59,0.00,0.59,1518.7,860.3
0400000US06,06,California,8710000US0693101,0693101,"California - ZCTA5 93101, California","ZCTA5 93101, California",31683,13317,3.43,0.00,3.43,9237.2,3882.6
0400000US06,06,California,8710000US0693103,0693103,"California - ZCTA5 93103, California","ZCTA5 93103, California",20249,7669,5.37,0.14,5.24,3865.6,1464.0
0400000US06,06,California,8710000US0693105,0693105,"California - ZCTA5 93105, California","ZCTA5 93105, California",24815,11610,99.71,2.59,97.12,255.5,119.5
0400000US06,06,California,8710000US0693108,0693108,"California - ZCTA5 93108, California","ZCTA5 93108, California",11112,5398,21.31,0.11,21.20,524.1,254.6
0400000US06,06,California,8710000US0693109,0693109,"California - ZCTA5 93109, California","ZCTA5 93109, California",10858,4888,3.77,0.39,3.38,3210.0,1445.1
0400000US06,06,California,8710000US0693110,0693110,"California - ZCTA5 93110, California","ZCTA5 93110, California",16829,6679,10.67,0.12,10.55,1595.8,633.3
0400000US06,06,California,8710000US0693111,0693111,"California - ZCTA5 93111, California","ZCTA5 93111, California",17370,6570,8.24,0.13,8.11,2141.9,810.1
0400000US06,06,California,8710000US0693117,0693117,"California - ZCTA5 93117, California","ZCTA5 93117, California",53217,16470,172.00,1.93,170.08,312.9,96.8
0400000US06,06,California,8710000US0693201,0693201,"California - ZCTA5 93201, California","ZCTA5 93201, California",1348,363,77.42,0.01,77.41,17.4,4.7
0400000US06,06,California,8710000US0693202,0693202,"California - ZCTA5 93202, California","ZCTA5 93202, California",4143,1184,0.78,0.00,0.78,5342.0,1526.7
0400000US06,06,California,8710000US0693203,0693203,"California - ZCTA5 93203, California","ZCTA5 93203, California",20938,5013,214.85,0.10,214.75,97.5,23.3
0400000US06,06,California,8710000US0693204,0693204,"California - ZCTA5 93204, California","ZCTA5 93204, California",15529,2421,59.62,0.00,59.62,260.5,40.6
0400000US06,06,California,8710000US0693205,0693205,"California - ZCTA5 93205, California","ZCTA5 93205, California",2113,1280,57.62,0.02,57.59,36.7,22.2
0400000US06,06,California,8710000US0693206,0693206,"California - ZCTA5 93206, California","ZCTA5 93206, California",2300,656,149.75,0.22,149.54,15.4,4.4
0400000US06,06,California,8710000US0693207,0693207,"California - ZCTA5 93207, California","ZCTA5 93207, California",263,423,58.06,0.00,58.06,4.5,7.3
0400000US06,06,California,8710000US0693208,0693208,"California - ZCTA5 93208, California","ZCTA5 93208, California",104,527,58.96,0.00,58.96,1.8,8.9
0400000US06,06,California,8710000US0693210,0693210,"California - ZCTA5 93210, California","ZCTA5 93210, California",19504,4836,772.06,0.30,771.77,25.3,6.3
0400000US06,06,California,8710000US0693212,0693212,"California - ZCTA5 93212, California","ZCTA5 93212, California",26079,4355,106.08,0.00,106.08,245.8,41.1
0400000US06,06,California,8710000US0693215,0693215,"California - ZCTA5 93215, California","ZCTA5 93215, California",55659,11410,142.57,0.69,141.89,392.3,80.4
0400000US06,06,California,8710000US0693218,0693218,"California - ZCTA5 93218, California","ZCTA5 93218, California",994,281,64.45,0.00,64.45,15.4,4.4
0400000US06,06,California,8710000US0693219,0693219,"California - ZCTA5 93219, California","ZCTA5 93219, California",10194,2534,97.41,0.10,97.31,104.8,26.0
0400000US06,06,California,8710000US0693220,0693220,"California - ZCTA5 93220, California","ZCTA5 93220, California",211,69,26.37,0.00,26.37,8.0,2.6
0400000US06,06,California,8710000US0693221,0693221,"California - ZCTA5 93221, California","ZCTA5 93221, California",14945,5282,131.65,0.00,131.65,113.5,40.1
0400000US06,06,California,8710000US0693222,0693222,"California - ZCTA5 93222, California","ZCTA5 93222, California",2099,2033,28.75,0.01,28.75,73.0,70.7
0400000US06,06,California,8710000US0693223,0693223,"California - ZCTA5 93223, California","ZCTA5 93223, California",10604,2733,2.47,0.00,2.47,4291.4,1106.0
0400000US06,06,California,8710000US0693224,0693224,"California - ZCTA5 93224, California","ZCTA5 93224, California",451,198,22.36,0.00,22.36,20.2,8.9
0400000US06,06,California,8710000US0693225,0693225,"California - ZCTA5 93225, California","ZCTA5 93225, California",5077,2658,177.26,0.05,177.21,28.6,15.0
0400000US06,06,California,8710000US0693226,0693226,"California - ZCTA5 93226, California","ZCTA5 93226, California",282,182,93.70,0.09,93.61,3.0,1.9
0400000US06,06,California,8710000US0693230,0693230,"California - ZCTA5 93230, California","ZCTA5 93230, California",65264,22331,262.76,0.95,261.81,249.3,85.3
0400000US06,06,California,8710000US0693234,0693234,"California - ZCTA5 93234, California","ZCTA5 93234, California",6987,1693,80.16,0.00,80.16,87.2,21.1
0400000US06,06,California,8710000US0693235,0693235,"California - ZCTA5 93235, California","ZCTA5 93235, California",4559,1237,2.88,0.00,2.88,1582.3,429.3
0400000US06,06,California,8710000US0693238,0693238,"California - ZCTA5 93238, California","ZCTA5 93238, California",1490,1177,130.85,4.27,126.58,11.8,9.3
0400000US06,06,California,8710000US0693239,0693239,"California - ZCTA5 93239, California","ZCTA5 93239, California",1688,443,64.15,0.23,63.93,26.4,6.9
0400000US06,06,California,8710000US0693240,0693240,"California - ZCTA5 93240, California","ZCTA5 93240, California",6056,3574,80.96,6.16,74.80,81.0,47.8
0400000US06,06,California,8710000US0693241,0693241,"California - ZCTA5 93241, California","ZCTA5 93241, California",17489,4202,4.13,0.00,4.12,4240.2,1018.8
0400000US06,06,California,8710000US0693242,0693242,"California - ZCTA5 93242, California","ZCTA5 93242, California",3468,1058,41.07,0.00,41.07,84.4,25.8
0400000US06,06,California,8710000US0693243,0693243,"California - ZCTA5 93243, California","ZCTA5 93243, California",1699,713,153.21,2.87,150.34,11.3,4.7
0400000US06,06,California,8710000US0693244,0693244,"California - ZCTA5 93244, California","ZCTA5 93244, California",534,250,68.10,0.07,68.03,7.8,3.7
0400000US06,06,California,8710000US0693245,0693245,"California - ZCTA5 93245, California","ZCTA5 93245, California",37412,12232,117.93,0.08,117.86,317.4,103.8
0400000US06,06,California,8710000US0693247,0693247,"California - ZCTA5 93247, California","ZCTA5 93247, California",17423,4870,75.70,0.01,75.69,230.2,64.3
0400000US06,06,California,8710000US0693249,0693249,"California - ZCTA5 93249, California","ZCTA5 93249, California",2739,560,223.66,0.53,223.13,12.3,2.5
0400000US06,06,California,8710000US0693250,0693250,"California - ZCTA5 93250, California","ZCTA5 93250, California",13522,2924,84.59,0.02,84.57,159.9,34.6
0400000US06,06,California,8710000US0693251,0693251,"California - ZCTA5 93251, California","ZCTA5 93251, California",270,99,133.81,0.00,133.81,2.0,0.7
0400000US06,06,California,8710000US0693252,0693252,"California - ZCTA5 93252, California","ZCTA5 93252, California",4176,876,685.82,6.30,679.52,6.1,1.3
0400000US06,06,California,8710000US0693254,0693254,"California - ZCTA5 93254, California","ZCTA5 93254, California",811,402,137.53,0.96,136.57,5.9,2.9
0400000US06,06,California,8710000US0693255,0693255,"California - ZCTA5 93255, California","ZCTA5 93255, California",614,409,216.55,0.05,216.50,2.8,1.9
0400000US06,06,California,8710000US0693256,0693256,"California - ZCTA5 93256, California","ZCTA5 93256, California",5753,1573,79.91,0.02,79.89,72.0,19.7
0400000US06,06,California,8710000US0693257,0693257,"California - ZCTA5 93257, California","ZCTA5 93257, California",75004,22985,449.18,4.18,445.00,168.5,51.7
0400000US06,06,California,8710000US0693258,0693258,"California - ZCTA5 93258, California","ZCTA5 93258, California",2046,484,0.43,0.00,0.43,4729.0,1118.7
0400000US06,06,California,8710000US0693260,0693260,"California - ZCTA5 93260, California","ZCTA5 93260, California",200,490,32.92,0.00,32.92,6.1,14.9
0400000US06,06,California,8710000US0693261,0693261,"California - ZCTA5 93261, California","ZCTA5 93261, California",3099,666,8.49,0.00,8.49,365.0,78.4
0400000US06,06,California,8710000US0693262,0693262,"California - ZCTA5 93262, California","ZCTA5 93262, California",63,33,89.92,0.32,89.59,0.7,0.4
0400000US06,06,California,8710000US0693263,0693263,"California - ZCTA5 93263, California","ZCTA5 93263, California",19582,5305,90.60,0.00,90.60,216.1,58.6
0400000US06,06,California,8710000US0693265,0693265,"California - ZCTA5 93265, California","ZCTA5 93265, California",3699,2068,374.27,0.17,374.09,9.9,5.5
0400000US06,06,California,8710000US0693266,0693266,"California - ZCTA5 93266, California","ZCTA5 93266, California",1587,436,55.73,0.00,55.73,28.5,7.8
0400000US06,06,California,8710000US0693267,0693267,"California - ZCTA5 93267, California","ZCTA5 93267, California",6237,1756,75.19,0.01,75.17,83.0,23.4
0400000US06,06,California,8710000US0693268,0693268,"California - ZCTA5 93268, California","ZCTA5 93268, California",16897,6040,41.95,0.00,41.95,402.8,144.0
0400000US06,06,California,8710000US0693270,0693270,"California - ZCTA5 93270, California","ZCTA5 93270, California",5837,1677,61.80,0.00,61.80,94.4,27.1
0400000US06,06,California,8710000US0693271,0693271,"California - ZCTA5 93271, California","ZCTA5 93271, California",2276,1464,383.06,3.35,379.71,6.0,3.9
0400000US06,06,California,8710000US0693272,0693272,"California - ZCTA5 93272, California","ZCTA5 93272, California",3583,979,83.76,0.01,83.76,42.8,11.7
0400000US06,06,California,8710000US0693274,0693274,"California - ZCTA5 93274, California","ZCTA5 93274, California",69721,22004,214.64,0.57,214.07,325.7,102.8
0400000US06,06,California,8710000US0693276,0693276,"California - ZCTA5 93276, California","ZCTA5 93276, California",161,73,0.69,0.00,0.69,235.0,106.6
0400000US06,06,California,8710000US0693277,0693277,"California - ZCTA5 93277, California","ZCTA5 93277, California",50607,19634,40.09,0.11,39.98,1265.9,491.1
0400000US06,06,California,8710000US0693280,0693280,"California - ZCTA5 93280, California","ZCTA5 93280, California",27152,6012,322.10,0.04,322.06,84.3,18.7
0400000US06,06,California,8710000US0693283,0693283,"California - ZCTA5 93283, California","ZCTA5 93283, California",2040,1303,204.87,0.58,204.29,10.0,6.4
0400000US06,06,California,8710000US0693285,0693285,"California - ZCTA5 93285, California","ZCTA5 93285, California",2536,2561,49.90,2.74,47.16,53.8,54.3
0400000US06,06,California,8710000US0693286,0693286,"California - ZCTA5 93286, California","ZCTA5 93286, California",9548,2896,85.94,0.60,85.34,111.9,33.9
0400000US06,06,California,8710000US0693287,0693287,"California - ZCTA5 93287, California","ZCTA5 93287, California",119,54,55.87,0.00,55.87,2.1,1.0
0400000US06,06,California,8710000US0693291,0693291,"California - ZCTA5 93291, California","ZCTA5 93291, California",52849,16362,84.78,0.14,84.64,624.4,193.3
0400000US06,06,California,8710000US0693292,0693292,"California - ZCTA5 93292, California","ZCTA5 93292, California",39032,13622,108.69,0.05,108.65,359.3,125.4
0400000US06,06,California,8710000US0693301,0693301,"California - ZCTA5 93301, California","ZCTA5 93301, California",12248,5707,4.31,0.13,4.18,2929.5,1365.0
0400000US06,06,California,8710000US0693304,0693304,"California - ZCTA5 93304, California","ZCTA5 93304, California",48731,16480,7.59,0.00,7.59,6416.4,2169.9
0400000US06,06,California,8710000US0693305,0693305,"California - ZCTA5 93305, California","ZCTA5 93305, California",37601,11964,5.93,0.00,5.93,6336.4,2016.1
0400000US06,06,California,8710000US0693306,0693306,"California - ZCTA5 93306, California","ZCTA5 93306, California",64587,22210,88.60,0.53,88.07,733.3,252.2
